id,name,now_cost,position,team,web_name,transfers_in_event,influence_rank_type,news_added,ict_index_rank_type,assists,selected_rank,direct_freekicks_order,starts_per_90,goals_conceded,threat_rank_type,status,ep_this,news,selected_rank_type,goals_scored,influence_rank,goals_conceded_per_90,selected_by_percent,in_dreamteam,points_per_game_rank,expected_goal_involvements_per_90,influence,form_rank_type,expected_goals_conceded_per_90,chance_of_playing_this_round,ep_next,expected_assists,expected_goals_conceded,points_per_game,cost_change_start,transfers_in,starts,cost_change_start_fall,creativity,saves_per_90,threat_rank,penalties_saved,points_per_game_rank_type,own_goals,bonus,penalties_missed,expected_goals,chance_of_playing_next_round,event_points,clean_sheets,clean_sheets_per_90,transfers_out,cost_change_event,penalties_order,expected_goals_per_90,creativity_rank_type,expected_assists_per_90,value_season,transfers_out_event,form,bps,saves,expected_goal_involvements,form_rank,creativity_rank,corners_and_indirect_freekicks_order,threat,dreamteam_count,now_cost_rank_type,ict_index,now_cost_rank,minutes,yellow_cards,cost_change_event_fall,red_cards,value_form,ict_index_rank,total_points
51,Tyrone Mings,41,DEF,Aston Villa,Mings,44,167,2023-08-12T21:30:06.077936Z,159,0,171,,3.0,2,146,i,0.0,Knee injury - Unknown return date,64,0,461,6.0,1.2,False,605,0.51,3.6,208,3.24,0.0,0.0,0.16,1.08,0.0,-4,10034,1,4,13.0,0.0,403,0,232,0,0,0,0.01,0.0,0,0,0.0,1063230,0,,0.03,137,0.48,0.0,865,0.0,5,0,0.17,518,384,,5.0,0,160,2.2,626,30,0,0,0,0.0,447,0
53,Robin Olsen,39,GKP,Aston Villa,Olsen,210,33,2023-12-15T15:00:09.536969Z,33,0,216,,1.0,1,11,a,0.5,,30,0,434,1.0,0.7,False,275,0.0,12.0,38,0.73,100.0,-0.5,0.00,0.73,2.0,-1,24781,1,1,0.0,1.0,445,0,30,0,0,0,0.00,100.0,0,0,0.0,48143,0,,0.0,20,0.0,0.5,467,0.0,12,1,0.00,411,474,,0.0,0,71,1.2,738,90,0,0,0,0.0,462,2
54,Jaden Philogene-Bidace,45,MID,Aston Villa,Philogene,0,219,2023-09-02T08:48:12.680336Z,216,0,492,,0.0,1,209,u,0.0,Transferred to Hull City,167,0,478,30.0,0.1,False,428,0.0,0.4,235,19.5,0.0,0.0,0.00,0.65,1.0,0,3755,0,0,0.3,0.0,422,0,194,0,0,0,0.00,0.0,0,0,0.0,14301,0,,0.0,219,0.0,0.2,26,0.0,3,0,0.00,625,448,,2.0,0,248,0.3,426,3,0,0,0,0.0,475,1
55,Jacob Ramsey,59,MID,Aston Villa,J.Ramsey,571,145,2023-10-04T15:30:08.354887Z,144,0,398,,0.58,3,118,a,1.8,,130,1,338,0.87,0.1,False,306,0.26,65.0,109,0.99,100.0,0.8,0.56,3.43,1.9,-1,13025,2,1,60.1,0.0,220,0,128,0,0,0,0.34,100.0,2,0,0.0,17635,0,,0.1,143,0.16,2.5,569,1.3,43,0,0.90,242,265,,63.0,0,43,18.9,68,312,0,0,0,0.2,318,15
56,Morgan Sanson,45,MID,Aston Villa,Sanson,0,248,2023-07-26T11:26:30.137805Z,251,0,721,,0.0,0,246,u,0.0,Joined OGC Nice on a season-long loan,298,0,641,0.0,0.0,False,653,0.0,0.0,213,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,623,0,256,0,0,0,0.00,0.0,0,0,0.0,603,0,,0.0,249,0.0,0.0,2,0.0,0,0,0.00,588,636,,0.0,0,222,0.0,364,0,0,0,0,0.0,646,0
57,Viljami Sinisalo,40,GKP,Aston Villa,Sinisalo,0,66,2023-07-20T08:38:58.947431Z,66,0,730,,0.0,0,40,u,0.0,Joined Exeter City on a season-long loan,85,0,541,0.0,0.0,False,553,0.0,0.0,64,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,499,0,66,0,0,0,0.00,0.0,0,0,0.0,359,0,,0.0,49,0.0,0.0,2,0.0,0,0,0.00,465,527,,0.0,0,48,0.0,668,0,0,0,0,0.0,549,0
58,Youri Tielemans,56,MID,Aston Villa,Tielemans,15,107,2023-12-15T09:30:09.215067Z,120,3,240,,0.65,7,141,i,0.0,Calf injury - Expected back 14 Jan,77,0,267,1.14,0.5,False,323,0.16,122.0,72,1.6,0.0,0.0,0.76,9.85,1.8,-4,22640,4,4,106.3,0.0,270,0,139,0,0,0,0.26,0.0,0,1,0.16,93358,0,,0.04,106,0.12,5.2,1831,2.2,119,0,1.02,166,169,,42.0,0,54,27.2,88,555,0,0,0,0.4,259,29
59,Bertrand Traoré,50,MID,Aston Villa,Bertrand Traoré,6,212,2023-11-24T20:00:09.559160Z,217,0,636,,0.0,0,316,i,0.0,Knock - Unknown return date,246,0,467,0.0,0.0,False,457,0.0,3.0,296,6.93,0.0,0.0,0.00,0.77,1.0,0,1425,0,0,0.0,0.0,734,0,213,0,0,0,0.00,0.0,0,0,0.0,3259,0,,0.0,316,0.0,0.4,15,0.0,6,0,0.00,711,737,,0.0,0,107,0.3,175,10,0,0,0,0.0,478,2
60,Ollie Watkins,88,FWD,Aston Villa,Watkins,77716,2,2023-11-30T23:30:07.866054Z,2,9,4,,1.03,22,2,a,5.5,,2,9,11,1.25,51.5,True,6,0.6,492.4,2,1.29,100.0,4.5,1.99,22.59,6.1,8,5494896,18,-8,334.5,0.0,3,0,3,0,14,0,8.58,100.0,2,4,0.23,2717951,1,2.0,0.49,2,0.11,12.5,75389,5.0,372,0,10.57,21,35,,722.0,3,3,155.0,7,1579,3,-1,0,0.6,6,110
61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,Wesley,0,89,2023-07-31T07:08:09.572672Z,89,0,713,,0.0,0,88,u,0.0,Permanent transfer to Stoke,97,0,746,0.0,0.0,False,746,0.0,0.0,85,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,740,0,89,0,0,0,0.00,0.0,0,0,0.0,777,0,,0.0,89,0.0,0.0,1,0.0,0,0,0.00,718,743,,0.0,0,44,0.0,191,0,0,0,0,0.0,746,0
584,Pau Torres,47,DEF,Aston Villa,Pau,2469,25,2023-12-18T00:00:10.972444Z,28,0,68,,0.97,19,27,d,0.0,Ankle sprain - 50% chance of playing,21,2,73,1.15,5.8,False,98,0.08,310.8,18,1.31,0.0,1.6,0.54,21.67,3.5,2,761289,16,-2,120.7,0.0,159,0,23,0,4,0,0.88,50.0,0,4,0.24,427303,0,,0.05,34,0.03,12.8,70859,3.7,301,0,1.42,63,155,,103.0,1,42,53.5,322,1489,1,0,0,0.8,131,60
599,Moussa Diaby,66,MID,Aston Villa,Diaby,13221,42,2023-09-30T23:00:09.545623Z,22,7,42,,1.13,17,14,a,2.5,,14,3,111,1.28,9.9,False,41,0.42,267.4,80,1.14,100.0,1.5,2.57,15.10,4.3,1,2170145,15,-1,349.4,0.0,26,0,26,0,5,0,3.02,100.0,3,4,0.3,1881734,-1,,0.23,27,0.19,11.7,46285,2.0,229,0,5.59,182,33,,380.0,2,26,99.7,44,1192,0,1,0,0.3,31,77
618,Omari Kellyman,45,MID,Aston Villa,Kellyman,57,290,,293,0,499,,0.0,0,291,a,0.5,,171,0,705,0.0,0.1,False,712,0.0,0.0,258,0.0,,-0.5,0.00,0.00,0.0,0,6722,0,0,0.0,0.0,696,0,295,0,0,0,0.00,,0,0,0.0,6988,0,,0.0,291,0.0,0.0,95,0.0,0,0,0.00,660,703,,0.0,0,277,0.0,468,0,0,0,0,0.0,711,0
670,Filip Marschall,40,GKP,Aston Villa,Marschall,52,72,,72,0,564,,0.0,0,46,a,0.5,,73,0,556,0.0,0.0,False,569,0.0,0.0,70,0.0,,-0.5,0.00,0.00,0.0,0,2777,0,0,0.0,0.0,515,0,72,0,0,0,0.00,,0,0,0.0,1727,0,,0.0,55,0.0,0.0,57,0.0,0,0,0.00,481,542,,0.0,0,54,0.0,685,0,0,0,0,0.0,564,0
672,Nicolò Zaniolo,54,MID,Aston Villa,Zaniolo,381,142,2023-11-24T19:00:11.309259Z,101,0,502,,1.3,6,47,a,1.5,,174,1,331,1.12,0.1,False,374,0.41,67.8,129,1.29,100.0,0.5,0.53,6.92,1.3,-1,12076,7,1,72.1,0.0,72,0,172,0,0,0,1.68,100.0,5,1,0.19,10682,0,,0.31,135,0.1,3.0,87,1.0,3,0,2.21,291,236,,218.0,0,77,35.3,124,484,4,0,0,0.2,210,16
686,Oliwier Zych,40,GKP,Aston Villa,Zych,0,79,2023-09-11T14:12:20.141802Z,79,0,498,,0.0,0,53,u,0.0,On loan to Puszcza Niepolomice,68,0,579,0.0,0.1,False,591,0.0,0.0,77,0.0,0.0,0.0,0.00,0.00,0.0,0,6697,0,0,0.0,0.0,538,0,79,0,0,0,0.00,0.0,0,0,0.0,5444,0,,0.0,62,0.0,0.0,38,0.0,0,0,0.00,504,564,,0.0,0,61,0.0,710,0,0,0,0,0.0,586,0
699,Clément Lenglet,45,DEF,Aston Villa,Lenglet,542,158,,153,0,463,,1.0,1,145,a,0.8,,176,0,430,1.0,0.1,False,283,0.04,14.0,122,0.56,,-0.2,0.04,0.56,2.0,0,7584,1,0,16.4,0.0,400,0,101,0,0,0,0.00,,2,0,0.0,4799,0,,0.0,132,0.04,0.4,127,0.3,12,0,0.04,356,373,,6.0,0,62,3.6,369,90,0,0,0,0.1,427,2
765,Sam Proctor,40,GKP,Aston Villa,Proctor,23,81,,81,0,758,,0.0,0,55,a,0.5,,87,0,589,0.0,0.0,False,601,0.0,0.0,79,0.0,,-0.5,0.00,0.00,0.0,0,50,0,0,0.0,0.0,549,0,81,0,0,0,0.00,,0,0,0.0,14,0,,0.0,64,0.0,0.0,10,0.0,0,0,0.00,514,574,,0.0,0,63,0.0,721,0,0,0,0,0.0,596,0
767,Tommi O'Reilly,45,MID,Aston Villa,O'Reilly,22,284,,287,0,766,,0.0,0,284,a,1.8,,331,0,695,0.0,0.0,False,703,0.0,0.0,252,0.0,,0.8,0.00,0.00,0.0,0,22,0,0,0.0,0.0,684,0,290,0,0,0,0.00,,0,0,0.0,3,0,,0.0,285,0.0,0.0,3,0.0,0,0,0.00,648,692,,0.0,0,267,0.0,452,0,0,0,0,0.0,701,0
62,Jaidon Anthony,49,MID,Bournemouth,Anthony,0,201,2023-09-03T20:09:06.556250Z,203,0,526,,1.19,5,181,u,0.0,Season-long loan to Leeds United,185,0,449,2.98,0.0,False,455,0.05,9.0,291,2.65,0.0,0.0,0.02,4.44,1.0,-1,1618,2,1,4.6,0.0,365,0,211,0,0,0,0.07,0.0,0,0,0.0,12640,0,,0.04,205,0.01,0.6,21,0.0,4,0,0.09,705,410,,16.0,0,166,3.0,261,151,1,0,0,0.0,439,3
63,Philip Billing,52,MID,Bournemouth,Billing,4670,47,2023-11-12T02:30:08.229472Z,56,3,249,1.0,0.97,28,53,a,4.0,,79,2,121,2.26,0.4,False,146,0.3,260.4,27,1.9,100.0,4.0,1.65,23.53,3.0,-3,55654,12,3,229.3,0.0,80,0,63,0,3,0,2.08,100.0,5,1,0.08,88640,0,,0.17,52,0.13,9.2,973,4.0,183,0,3.73,49,67,,207.0,0,97,69.6,157,1115,3,0,0,0.8,80,48
64,David Brooks,48,MID,Bournemouth,Brooks,79,150,,137,0,471,,0.75,4,103,a,0.2,,158,1,344,1.5,0.1,False,329,0.87,62.0,168,1.84,,0.2,0.39,4.90,1.7,-2,9050,2,2,82.6,0.0,179,0,141,0,2,0,1.91,,1,0,0.0,13750,0,,0.72,127,0.15,3.5,87,0.2,51,0,2.30,382,218,,87.0,0,183,23.3,281,240,1,0,0,0.0,295,17
65,Ryan Christie,50,MID,Bournemouth,Christie,585,50,2023-08-06T23:30:05.398527Z,44,2,439,,1.09,27,55,a,3.5,,145,0,127,1.84,0.1,False,223,0.21,256.0,40,1.59,100.0,3.5,2.14,23.40,2.5,0,18159,16,0,311.0,0.0,82,0,97,0,3,0,0.83,100.0,1,4,0.27,13839,0,,0.06,34,0.15,8.4,434,3.5,186,0,2.97,76,43,4.0,206.0,0,111,77.6,182,1322,2,0,0,0.7,61,42
66,Lewis Cook,50,MID,Bournemouth,L.Cook,56,75,2023-12-23T22:30:08.669674Z,89,1,572,,1.08,18,175,d,3.5,Groin Injury - 75% chance of playing,211,0,186,1.62,0.0,False,256,0.1,189.6,39,1.89,100.0,2.6,0.98,20.93,2.2,0,2521,12,0,220.3,0.0,350,0,113,0,2,0,0.07,75.0,1,4,0.36,3340,0,,0.01,60,0.09,5.6,213,3.5,166,0,1.05,75,76,3.0,18.0,0,110,42.9,181,999,1,0,1,0.7,176,28
67,Siriki Dembélé,45,MID,Bournemouth,Siriki,0,253,2023-07-17T06:20:36.127600Z,256,0,742,,0.0,0,251,u,0.0,Permanent Transfer to Birmingham,312,0,653,0.0,0.0,False,665,0.0,0.0,218,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,636,0,261,0,0,0,0.00,0.0,0,0,0.0,382,0,,0.0,254,0.0,0.0,3,0.0,0,0,0.00,601,648,,0.0,0,228,0.0,396,0,0,0,0,0.0,658,0
68,Ryan Fredericks,43,DEF,Bournemouth,Fredericks,8,235,2023-08-06T23:30:05.414382Z,235,0,668,,0.0,0,229,i,0.0,Calf injury - Unknown return date,231,0,595,0.0,0.0,False,608,0.0,0.0,211,0.0,0.0,0.0,0.00,0.00,0.0,-2,721,0,2,0.0,0.0,563,0,233,0,0,0,0.00,0.0,0,0,0.0,2306,0,,0.0,234,0.0,0.0,8,0.0,0,0,0.00,525,583,,0.0,0,128,0.0,574,0,0,0,0,0.0,602,0
69,James Hill,40,DEF,Bournemouth,Hill,0,209,2023-09-01T14:44:09.529285Z,171,0,395,,0.0,0,198,u,0.0,Season-long loan to Blackburn Rovers,150,0,559,0.0,0.1,False,406,0.06,0.0,182,1.14,0.0,0.0,0.01,0.19,1.0,0,6669,0,0,1.8,0.0,518,0,143,0,0,0,0.00,0.0,0,0,0.0,21041,0,,0.0,158,0.06,0.2,91,0.0,1,0,0.01,484,425,,0.0,0,201,0.2,688,15,0,0,0,0.0,479,1
70,Lloyd Kelly,45,DEF,Bournemouth,Kelly,8,108,2023-11-25T19:00:08.932055Z,113,0,540,,1.06,14,142,i,0.0,Hamstring injury - Unknown return date,201,0,271,1.85,0.0,False,251,0.04,119.6,237,1.45,0.0,0.0,0.15,10.98,2.2,0,10890,8,0,68.5,0.0,395,0,82,0,3,0,0.12,0.0,0,2,0.26,10962,0,,0.02,71,0.02,4.4,130,0.0,137,0,0.27,599,244,,8.0,0,79,19.5,394,681,1,0,0,0.0,313,20
71,Gavin Kilkenny,43,MID,Bournemouth,Kilkenny,402,224,,228,0,445,,0.0,0,220,a,0.0,,148,0,604,0.0,0.1,False,617,0.0,0.0,186,0.0,,0.0,0.00,0.00,0.0,-2,6991,0,2,0.0,0.0,575,0,233,0,0,0,0.00,,0,0,0.0,8259,0,,0.0,225,0.0,0.0,221,0.0,0,0,0.00,539,593,,0.0,0,327,0.0,604,0,0,0,0,0.0,611,0
72,Justin Kluivert,46,MID,Bournemouth,Kluivert,1591,128,,105,0,256,,1.21,9,73,a,1.8,,82,1,309,1.21,0.4,False,238,0.2,85.0,82,1.55,,1.8,0.74,11.61,2.3,-4,51481,9,4,103.3,0.0,118,0,103,0,2,0,0.74,,0,4,0.54,57057,0,,0.1,110,0.1,6.5,2559,1.8,59,0,1.48,192,179,,152.0,1,220,34.1,340,672,1,0,0,0.4,215,30
73,Jamal Lowe,49,MID,Bournemouth,Lowe,0,308,2023-09-02T08:49:08.357551Z,308,0,685,,0.0,0,306,u,0.0,Season-long loan to  Swansea City,274,0,729,0.0,0.0,False,730,0.0,0.0,282,0.0,0.0,0.0,0.00,0.00,0.0,-1,81,0,1,0.0,0.0,721,0,308,0,0,0,0.00,0.0,0,0,0.0,1250,0,,0.0,306,0.0,0.0,2,0.0,0,0,0.00,692,724,,0.0,0,143,0.0,222,0,0,0,0,0.0,730,0
74,Emiliano Marcondes,43,MID,Bournemouth,Marcondes,47,222,2023-08-18T11:59:59.501058Z,226,0,501,,0.0,0,218,d,0.0,Lack of match fitness - 75% chance of playing,173,0,596,0.0,0.1,False,609,0.0,0.0,184,0.0,75.0,0.0,0.00,0.00,0.0,-2,9283,0,2,0.0,0.0,565,0,231,0,0,0,0.00,75.0,0,0,0.0,8025,0,,0.0,223,0.0,0.0,260,0.0,0,0,0.00,528,585,,0.0,0,323,0.0,582,0,0,0,0,0.0,603,0
75,Chris Mepham,43,DEF,Bournemouth,Mepham,50,145,2023-09-26T18:00:07.515397Z,143,0,503,,1.03,6,117,a,0.2,,191,0,389,3.09,0.1,False,475,0.07,34.8,130,1.57,100.0,0.2,0.03,3.05,0.8,-2,1962,2,2,12.5,0.0,338,0,157,0,0,0,0.09,100.0,0,0,0.0,6393,0,,0.05,138,0.02,0.9,59,0.2,25,0,0.12,372,386,,21.0,0,147,6.9,596,175,1,0,0,0.0,401,4
76,Kieffer Moore,47,FWD,Bournemouth,Moore,282,43,,44,0,306,,0.0,1,42,a,2.0,,47,1,382,0.97,0.2,False,299,1.31,37.4,21,1.8,,2.0,0.32,1.86,1.9,-3,18555,0,3,17.6,0.0,189,0,37,0,2,0,1.03,,1,0,0.0,44600,0,,1.0,48,0.31,2.8,605,2.0,39,0,1.35,175,366,,80.0,0,62,13.1,311,93,0,0,0,0.4,353,13
77,Norberto Murara Neto,46,GKP,Bournemouth,Neto,10361,8,2023-10-27T13:30:07.907911Z,8,0,105,,1.0,25,76,a,4.2,,16,0,19,1.67,3.3,False,61,0.0,437.0,5,1.74,100.0,4.2,0.01,26.07,3.9,1,410090,15,-1,0.0,3.67,705,1,5,0,8,0,0.00,100.0,1,4,0.27,180838,0,,0.0,81,0.0,12.6,6258,4.2,296,55,0.01,44,710,,0.0,2,12,43.8,333,1350,3,0,0,0.9,171,58
78,Dango Ouattara,47,MID,Bournemouth,O.Dango,26,143,2023-08-12T21:30:06.219128Z,129,0,647,,0.85,7,93,a,1.0,,254,0,335,1.99,0.0,False,395,0.38,66.0,123,1.57,100.0,1.0,0.37,5.50,1.1,-3,1028,3,3,73.0,0.0,150,0,183,0,0,0,0.94,100.0,2,1,0.28,4934,0,,0.27,132,0.11,2.6,13,1.0,38,0,1.31,280,233,,112.0,0,214,25.3,330,316,2,0,0,0.2,276,12
79,Ben Pearson,45,MID,Bournemouth,Pearson,0,249,2023-07-11T08:58:20.803049Z,252,0,759,,0.0,0,247,u,0.0,Permanent transfer to Stoke City,326,0,643,0.0,0.0,False,655,0.0,0.0,214,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,625,0,257,0,0,0,0.00,0.0,0,0,0.0,106,0,,0.0,250,0.0,0.0,0,0.0,0,0,0.00,590,638,,0.0,0,223,0.0,366,0,0,0,0,0.0,648,0
80,Darren Randolph,40,GKP,Bournemouth,Randolph,88,55,2023-10-28T18:00:07.926322Z,55,0,250,,0.0,0,29,a,0.0,,33,0,512,0.0,0.4,False,524,0.0,0.0,54,0.0,100.0,0.0,0.00,0.00,0.0,0,8206,0,0,0.0,0.0,469,0,55,0,0,0,0.00,100.0,0,0,0.0,25428,0,,0.0,38,0.0,0.0,239,0.0,0,0,0.00,434,497,,0.0,0,37,0.0,631,0,0,0,0,0.0,519,0
81,Joe Rothwell,48,MID,Bournemouth,Rothwell,7,163,,163,0,626,,0.71,12,204,a,0.5,,241,0,369,2.84,0.0,False,384,0.06,45.8,150,2.66,,0.5,0.22,11.24,1.2,-2,791,3,2,63.9,0.0,406,0,175,0,0,0,0.06,,1,0,0.0,1702,0,,0.01,140,0.05,2.7,10,0.5,54,0,0.28,331,251,,5.0,0,185,11.6,283,380,0,0,0,0.1,364,13
82,Antoine Semenyo,46,FWD,Bournemouth,Semenyo,4686,22,2023-08-06T23:30:05.439700Z,18,2,97,,1.21,13,18,a,2.2,,17,3,194,1.57,3.7,False,157,0.3,184.0,17,1.46,100.0,2.2,0.70,12.07,2.9,1,689612,10,-1,139.0,0.0,47,0,22,0,4,0,1.80,100.0,1,3,0.36,435142,0,,0.22,16,0.08,8.9,25182,2.2,132,0,2.50,156,137,,297.0,0,65,61.9,345,743,3,0,0,0.5,100,41
83,Marcos Senesi,45,DEF,Bournemouth,Senesi,69664,13,,26,2,88,,0.97,22,69,a,8.5,,32,2,44,1.93,4.6,False,110,0.13,364.2,2,1.78,,8.5,0.83,20.29,3.3,0,498405,11,0,124.4,0.0,239,0,27,0,7,0,0.72,,5,3,0.26,47064,1,,0.06,33,0.07,11.1,4726,8.5,226,0,1.55,2,153,,53.0,2,73,54.4,386,1025,4,-1,0,1.9,125,50
84,Adam Smith,44,DEF,Bournemouth,Smith,2790,92,2023-08-06T23:30:05.454428Z,88,2,412,,0.95,9,154,a,4.2,,161,0,235,1.42,0.1,False,152,0.13,149.0,7,1.29,100.0,4.2,0.81,8.17,2.9,-1,10709,6,1,111.0,0.0,417,0,48,0,0,0,0.00,100.0,4,2,0.32,5040,0,,0.0,37,0.13,5.9,320,4.2,125,0,0.81,41,164,,2.0,0,85,26.3,482,569,0,0,0,1.0,265,26
85,Dominic Solanke,69,FWD,Bournemouth,Solanke,329310,3,2023-09-28T03:30:08.465399Z,3,1,12,,1.01,30,3,a,8.0,,4,11,16,1.78,23.9,False,16,0.58,480.8,1,1.64,100.0,8.0,0.89,27.69,5.3,4,2735086,17,-4,181.7,0.0,5,0,4,0,10,0,8.92,100.0,17,4,0.24,574229,1,1.0,0.53,10,0.05,13.0,11534,8.0,292,0,9.81,3,100,,684.0,2,12,134.7,33,1515,1,-1,0,1.2,10,90
86,Marcus Tavernier,54,MID,Bournemouth,Tavernier,12627,44,2023-07-26T15:30:04.076941Z,40,3,170,2.0,1.09,19,41,a,3.5,,55,2,115,1.72,1.2,False,88,0.38,263.4,41,1.45,100.0,3.5,1.93,16.00,3.6,-1,168244,12,1,280.7,0.0,65,0,45,0,4,0,2.29,100.0,2,4,0.36,48620,0,,0.21,43,0.17,9.4,8309,3.5,189,0,4.22,77,55,1.0,244.0,1,72,79.0,118,993,1,0,0,0.6,57,51
87,Hamed Traorè,47,MID,Bournemouth,Hamed Traorè,7,195,2023-12-06T23:30:08.350358Z,190,0,645,,0.0,1,156,i,0.0,Illness - Expected back 31 Dec,253,0,432,2.05,0.0,False,444,0.37,12.8,269,1.72,0.0,0.0,0.01,0.84,1.0,-3,590,0,3,14.8,0.0,302,0,203,0,0,0,0.17,0.0,0,0,0.0,1998,0,,0.35,193,0.02,0.6,12,0.0,10,0,0.18,676,375,,30.0,0,209,5.7,325,44,0,0,0,0.0,410,3
88,Mark Travers,40,GKP,Bournemouth,Travers,61,64,2023-07-28T08:25:34.409705Z,64,0,431,,0.0,0,38,a,0.0,,63,0,535,0.0,0.1,False,547,0.0,0.0,62,0.0,100.0,0.0,0.00,0.00,0.0,0,231,0,0,0.0,0.0,493,0,64,0,0,0,0.00,100.0,0,0,0.0,8864,0,,0.0,47,0.0,0.0,46,0.0,0,0,0.00,458,521,,0.0,0,46,0.0,658,0,0,0,0,0.0,543,0
89,Illia Zabarnyi,44,DEF,Bournemouth,Zabarnyi,1073,26,,62,0,346,,1.0,32,107,a,3.2,,135,0,75,1.88,0.2,False,282,0.04,307.4,30,1.7,,3.2,0.13,28.83,2.0,-1,26876,17,1,24.0,0.0,317,0,100,0,0,0,0.43,,1,4,0.24,21723,0,,0.03,122,0.01,7.7,566,3.2,267,0,0.56,91,353,,26.0,0,121,35.7,552,1530,3,0,0,0.7,208,34
595,Milos Kerkez,44,DEF,Bournemouth,Kerkez,84,74,2023-12-21T15:00:10.669352Z,71,1,286,,1.01,26,98,d,3.2,Knock - 75% chance of playing,112,0,189,2.02,0.3,False,266,0.05,187.0,9,1.94,75.0,3.2,0.52,25.06,2.1,-1,35997,13,1,104.1,0.0,301,0,89,1,1,0,0.18,75.0,0,3,0.23,30676,0,,0.01,41,0.04,7.0,2235,4.2,159,0,0.70,43,177,,30.0,0,125,32.1,569,1160,2,0,0,1.0,227,31
607,Ionuț Radu,44,GKP,Bournemouth,Radu,65,29,,29,0,416,,1.0,7,67,a,0.0,,58,0,392,3.5,0.1,False,417,0.0,33.0,85,1.38,,0.0,0.00,2.76,1.0,-1,4871,2,1,0.0,2.5,591,0,34,0,0,0,0.00,,0,0,0.0,8563,0,,0.0,74,0.0,0.5,119,0.0,31,5,0.00,559,608,,0.0,0,26,3.3,518,180,0,0,0,0.0,431,2
619,Ben Greenwood,40,DEF,Bournemouth,Greenwood,255,211,,211,0,343,,0.0,0,200,a,0.0,,134,0,562,0.0,0.2,False,574,0.0,0.0,184,0.0,,0.0,0.00,0.00,0.0,0,13455,0,0,0.0,0.0,521,0,208,0,0,0,0.00,,0,0,0.0,14198,0,,0.0,210,0.0,0.0,249,0.0,0,0,0.00,487,547,,0.0,0,204,0.0,692,0,0,0,0,0.0,569,0
643,Max Aarons,44,DEF,Bournemouth,Aarons,19,91,2023-11-12T02:00:10.361344Z,87,1,371,,1.04,24,119,d,0.0,Hamstring injury - 50% chance of playing,143,0,233,2.28,0.1,False,293,0.07,149.4,228,2.0,50.0,0.0,0.75,21.05,1.9,-1,28360,11,1,95.0,0.0,341,0,104,0,0,0,0.02,50.0,0,2,0.19,29593,0,,0.0,48,0.07,5.2,166,0.0,161,0,0.77,565,191,,20.0,0,112,26.5,530,949,1,0,0,0.0,264,23
644,Alex Scott,49,MID,Bournemouth,Scott,56,190,2023-11-04T19:30:09.474630Z,189,0,696,3.0,1.17,6,194,a,0.0,,283,0,422,2.35,0.0,False,480,0.12,16.4,292,1.01,100.0,0.0,0.22,2.59,0.8,-1,1200,3,1,33.8,0.0,387,0,226,0,0,0,0.07,100.0,0,0,0.0,1836,0,,0.03,169,0.09,0.6,13,0.0,22,0,0.29,706,325,2.0,10.0,0,169,5.9,264,230,2,0,0,0.0,407,3
673,Tyler Adams,49,MID,Bournemouth,Adams,6,312,2023-10-05T08:30:09.546767Z,312,0,740,,0.0,0,310,i,0.0,Hamstring injury - Unknown return date,311,0,733,0.0,0.0,False,734,0.0,0.0,287,0.0,0.0,0.0,0.00,0.00,0.0,-1,614,0,1,0.0,0.0,726,0,312,0,0,0,0.00,0.0,0,0,0.0,595,0,,0.0,310,0.0,0.0,3,0.0,0,0,0.00,699,729,,0.0,0,153,0.0,236,0,0,0,0,0.0,734,0
705,Luis Sinisterra,55,MID,Bournemouth,Sinisterra,313,126,,111,1,554,,0.32,7,84,a,2.2,,203,1,302,2.25,0.0,False,290,0.62,93.0,71,1.76,,2.2,0.49,5.46,2.0,0,4897,1,0,80.0,0.0,136,0,121,0,0,0,1.43,,1,1,0.32,3507,0,,0.46,129,0.16,3.6,240,2.2,63,0,1.92,164,222,,130.0,0,64,30.3,103,280,0,0,0,0.4,236,20
90,Kristoffer Ajer,45,DEF,Brentford,Ajer,11,104,2023-12-02T18:30:08.360407Z,69,1,304,,1.0,13,23,i,0.0,Foot injury - Expected back 20 Jan,118,0,265,1.62,0.2,False,284,0.32,122.8,136,1.47,0.0,0.0,1.85,11.83,2.0,0,42325,8,0,94.4,0.0,154,0,102,0,1,0,0.74,0.0,0,2,0.25,51960,0,,0.09,50,0.23,4.9,698,0.2,117,0,2.59,381,194,,107.0,0,65,32.3,375,723,4,0,0,0.0,225,22
91,Ellery Balcombe,39,GKP,Brentford,Balcombe,71,49,,49,0,319,,0.0,0,23,a,0.0,,47,0,503,0.0,0.2,False,515,0.0,0.0,48,0.0,,0.0,0.00,0.00,0.0,-1,8987,0,1,0.0,0.0,459,0,49,0,0,0,0.00,,0,0,0.0,14048,0,,0.0,32,0.0,0.0,138,0.0,0,0,0.00,423,488,,0.0,0,83,0.0,755,0,0,0,0,0.0,509,0
